-24.18 -60.57 12.0 -3.3499999999999996e+19 5.75e+18 2.77e+19 -1.29e+18 3.13e+18 1.91e+19 1  X Y 202108222133A
-24.78 -58.04 38.9 1.74e+18 1.26e+17 -1.87e+18 -1.76e+17 7.69e+17 1.93e+17 1  X Y 202108171753A
-74.28 -36.82 12.0 2.67e+18 3.3000000000000004e+16 -2.7e+18 -8.29e+17 -4.3899999999999995e+18 -4e+17 1  X Y 202109211314A
-68.44 -23.22 108.6 -1.55e+19 1.23e+18 1.43e+19 4.28e+18 -8.33e+18 -8.159999999999999e+18 1  X Y 202006030735A
-73.12 -34.67 33.8 1.67e+17 -1.17e+17 -5e+16 -1.27e+18 -7.1e+17 1.28e+18 1  X Y 202011220054A
